"Destination","FlightNumber","Code","Scheduled","Delay"
"Istanbul","PC 552","SAW","2023/10/18 04:05","Ontime"
"Warsaw","LO 729","WAW","2023/10/18 04:25","Ontime"
"Moscow","G6 406","DME","2023/10/18 04:35","Ontime"
"Moscow","5G 710","SVO","2023/10/18 05:00","Ontime"
"Riga","BT 726","RIX","2023/10/18 05:45","Ontime"
"Moscow","SU 1966","SVO","2023/10/18 05:45","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/10/18 08:50","Ontime"
"Moscow","3F 326","VKO","2023/10/18 09:00","Ontime"
"Larnaca","W6 4557","LCA","2023/10/18 09:40","Ontime"
"Mineralnye Vody","FV 6933","MRV","2023/10/18 09:55","Ontime"
"Sochi","FV 6719","AER","2023/10/18 10:00","Ontime"
"Moscow","JI 101","SVO","2023/10/18 10:30","Ontime"
"Mineralnye Vody","A4 630","MRV","2023/10/16 23:20","Ontime"
"Aktau","DV 846","SCO","2023/10/16 23:35","Ontime"
"Mineralnye Vody","WZ 4332","MRV","2023/10/16 23:40","Ontime"
"Moscow","SU 1869","SVO","2023/10/17 00:15","Ontime"
"Moscow","3F 325","VKO","2023/10/17 01:10","Ontime"
"St.Petersburg","3F 333","LED","2023/10/17 01:10","Ontime"
"Batumi","JI 300","BUS","2023/10/17 02:00","Ontime"
"Moscow","UT 786","VKO","2023/10/17 02:45","Ontime"
"Doha","QR 286","DOH","2023/10/17 03:50","Ontime"
"Doha","LA 5291","DOH","2023/10/17 03:50","Departed"
"Doha","IB 2412","DOH","2023/10/17 03:50","Departed"
"Warsaw","LO 728","WAW","2023/10/17 04:20","Departed"
"Athens","A3 899","ATH","2023/10/17 04:30","Departed"
"Vienna","OS 642","VIE","2023/10/17 04:45","Departed"
"Vienna","LH 6445","VIE","2023/10/17 04:45","Departed"
"Vienna","UA 9828","VIE","2023/10/17 04:45","Departed"
"Sharm El Sheikh","SM 994","SSH","2023/10/17 05:35","Departed"
"Moscow","JI 104","SVO","2023/10/17 06:05","Departed"
"Istanbul","PC 551","SAW","2023/10/17 06:35","Departed"
"Moscow","SU 1967","SVO","2023/10/17 06:45","Departed"
"Sharm El Sheikh","AMV 2113","SSH","2023/10/17 07:15","Departed"
"Tehran","3F 691","IKA","2023/10/17 07:40","Departed"
"Abu Dhabi","5W 7014","AUH","2023/10/17 09:25","Departed"
"Tbilisi","3F 583","TBS","2023/10/17 09:30","Departed"
"Paris","AF 1061","CDG","2023/10/17 09:50","Departed"
"Paris","DL 8723","CDG","2023/10/17 09:50","Departed"
"Paris","KL 2448","CDG","2023/10/17 09:50","Departed"
"Kishinev","3F 868","KIV","2023/10/17 10:00","Departed"
"Beirut","ME 276","BEY","2023/10/17 10:45","Departed"
"Sochi","FV 6720","AER","2023/10/17 10:50","Delay"
"Moscow","5G 509","VKO","2023/10/17 11:00","Departed"
"Tehran","G6 301","IKA","2023/10/17 11:30","Departed"
"Sharjah","G9 247","SHJ","2023/10/17 11:55","Departed"
"Dubai","FZ 718","DXB","2023/10/17 12:10","Departed"
"Paris","3F 927","CDG","2023/10/17 12:30","Departed"
"Larnaca","CY 415","LCA","2023/10/17 12:30","Departed"
"Larnaca","3F 871","LCA","2023/10/17 12:50","Departed"
"Moscow","SU 1861","SVO","2023/10/17 13:50","Departed"
"Mineralnye Vody","A4 930","MRV","2023/10/17 14:00","Departed"
"Larnaca","W6 4558","LCA","2023/10/17 14:35","Boarding"
"Chelyabinsk","WZ 1226","CEK","2023/10/17 15:00","Boarding"
"Moscow","SU 1867","SVO","2023/10/17 15:10","Ontime"
"Yekaterinburg","SU 685","SVX","2023/10/17 15:15","Delay"
"Moscow","WZ 4340","ZIA","2023/10/17 15:25","Ontime"
"Moscow","JI 102","SVO","2023/10/17 15:45","Ontime"
"Tbilisi","G6 603","TBS","2023/10/17 16:45","Ontime"
"Paris","TO 7499","ORY","2023/10/17 16:50","Ontime"
"Moscow","3F 311","DME","2023/10/17 17:00","Ontime"
"St.Petersburg","UT 794","LED","2023/10/17 17:15","Ontime"
"St.Petersburg","FV 6924","LED","2023/10/17 17:35","Ontime"
"Samara","WZ 1356","KUF","2023/10/17 18:10","Ontime"
"Kishinev","3F 533","KIV","2023/10/17 18:10","Ontime"
"Moscow","A4 510","VKO","2023/10/17 18:25","Ontime"
"Sochi","3F 349","AER","2023/10/17 18:50","Ontime"
"Istanbul","JI 400","IST","2023/10/17 19:05","Ontime"
"Moscow","G6 405","DME","2023/10/17 20:20","Ontime"
"Moscow","SU 1863","SVO","2023/10/17 20:45","Ontime"
"Moscow","5G 709","SVO","2023/10/17 21:00","Ontime"
"Doha","QR 288","DOH","2023/10/17 22:00","Ontime"
"Doha","LA 5291","DOH","2023/10/17 22:00","Ontime"
"Doha","IB 2412","DOH","2023/10/17 22:00","Ontime"
"Rome","W4 8336","FCO","2023/10/17 22:25","Ontime"
"Larnaca","W6 4550","LCA","2023/10/17 22:45","Ontime"
"Mineralnye Vody","A4 630","MRV","2023/10/17 23:20","Ontime"
"Venice","W4 5484","VCE","2023/10/17 23:50","Ontime"
"Ufa","A4 822","UFA","2023/10/17 23:55","Ontime"
"Moscow","SU 1869","SVO","2023/10/18 00:15","Cancelled"
"Dubai","FZ 716","DXB","2023/10/18 00:50","Ontime"
"Moscow","3F 325","VKO","2023/10/18 01:10","Ontime"
"Sochi","A4 430","AER","2023/10/18 01:15","Ontime"
"Tyumen","UT 876","TJM","2023/10/18 01:20","Ontime"
"Moscow","JI 100","SVO","2023/10/18 02:05","Ontime"
"Moscow","UT 786","VKO","2023/10/18 02:45","Ontime"
"Antalya","PC 557","AYT","2023/10/18 02:55","Ontime"
"Frankfurt","DE 847","FRA","2023/10/18 03:45","Ontime"
"Doha","QR 286","DOH","2023/10/18 03:50","Ontime"
"Doha","IB 2412","DOH","2023/10/18 03:50","Ontime"
"Doha","LA 5291","DOH","2023/10/18 03:50","Ontime"
"Athens","A3 899","ATH","2023/10/18 04:30","Ontime"
"Zurich","OAW 6843","ZRH","2023/10/18 04:30","Ontime"
"Vienna","OS 642","VIE","2023/10/18 04:45","Ontime"
"Vienna","LH 6445","VIE","2023/10/18 04:45","Ontime"
"Vienna","UA 9828","VIE","2023/10/18 04:45","Ontime"
"Warsaw","LO 730","WAW","2023/10/18 05:30","Ontime"
"Istanbul","3F 475","IST","2023/10/18 06:00","Ontime"
"Riga","BT 727","RIX","2023/10/18 06:40","Ontime"
"Moscow","SU 1967","SVO","2023/10/18 06:45","Ontime"
"Istanbul","PC 553","SAW","2023/10/18 07:15","Ontime"
"Moscow","G6 403","DME","2023/10/18 07:30","Ontime"
"Sharm El Sheikh","3F 7641","SSH","2023/10/18 08:00","Ontime"
"Moscow","3F 321","VKO","2023/10/18 09:10","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/10/18 09:25","Ontime"
"Paris","DL 8723","CDG","2023/10/18 09:50","Ontime"
"Paris","AF 1061","CDG","2023/10/18 09:50","Ontime"
"Paris","KL 2448","CDG","2023/10/18 09:50","Ontime"
"Kishinev","3F 868","KIV","2023/10/18 10:00","Ontime"
"Larnaca","W6 4558","LCA","2023/10/18 10:15","Ontime"
"Mineralnye Vody","FV 6934","MRV","2023/10/18 10:45","Ontime"
"Sochi","FV 6720","AER","2023/10/18 10:50","Ontime"
"Moscow","5G 509","VKO","2023/10/18 11:00","Ontime"
"Sharm El Sheikh","AMV 2112","SSH","2023/10/17 06:20","Departed"
"Dubai","FZ 717","DXB","2023/10/17 11:15","Departed"
"St.Petersburg","3F 334","LED","2023/10/17 11:30","Departed"
"Larnaca","CY 414","LCA","2023/10/17 11:35","Departed"
"Tbilisi","3F 584","TBS","2023/10/17 11:40","Departed"
"Tehran","3F 692","IKA","2023/10/17 12:00","Departed"
"Moscow","SU 1860","SVO","2023/10/17 12:50","Departed"
"Mineralnye Vody","A4 929","MRV","2023/10/17 13:10","Departed"
"Larnaca","W6 4557","LCA","2023/10/17 14:00","Departed"
"Moscow","SU 1866","SVO","2023/10/17 14:10","Departed"
"Moscow","WZ 4339","ZIA","2023/10/17 14:10","Departed"
"Yekaterinburg","SU 684","SVX","2023/10/17 14:15","Departed"
"Chelyabinsk","WZ 1225","CEK","2023/10/17 14:25","Departed"
"Moscow","JI 105","SVO","2023/10/17 14:40","Departed"
"Tehran","G6 302","IKA","2023/10/17 15:10","Departed"
"Paris","TO 7498","ORY","2023/10/17 15:55","Departed"
"Kishinev","3F 1867","KIV","2023/10/17 16:05","Departed"
"St.Petersburg","UT 793","LED","2023/10/17 16:15","Departed"
"St.Petersburg","FV 6923","LED","2023/10/17 16:40","Departed"
"Samara","WZ 1355","KUF","2023/10/17 17:20","Departed"
"Moscow","A4 509","VKO","2023/10/17 17:35","Departed"
"Larnaca","3F 872","LCA","2023/10/17 17:50","Departed"
"Tbilisi","G6 604","TBS","2023/10/17 19:05","Departed"
"Moscow","5G 510","VKO","2023/10/17 19:20","Departed"
"Moscow","SU 1862","SVO","2023/10/17 19:45","Departed"
"Paris","AF 1060","CDG","2023/10/17 21:00","Departed"
"Paris","DL 8722","CDG","2023/10/17 21:00","Departed"
"Paris","KL 2447","CDG","2023/10/17 21:00","Cancelled"
"Doha","QR 287","DOH","2023/10/17 21:00","Departed"
"Rome","W4 8335","FCO","2023/10/17 21:50","Departed"
"Larnaca","W6 4549","LCA","2023/10/17 22:10","Departed"
"Mineralnye Vody","A4 629","MRV","2023/10/17 22:30","Departed"
"Sochi","3F 350","AER","2023/10/17 22:45","Departed"
"Paris","3F 928","CDG","2023/10/17 22:50","Boarding"
"Ufa","A4 821","UFA","2023/10/17 23:05","Boarding"
"Moscow","SU 1868","SVO","2023/10/17 23:15","18.10.23"
"Venice","W4 5483","VCE","2023/10/17 23:15","Ontime"
"Kishinev","3F 534","KIV","2023/10/17 23:30","Ontime"
"Dubai","FZ 715","DXB","2023/10/17 23:50","Ontime"
"Moscow","JI 103","SVO","2023/10/18 00:15","Ontime"
"Tyumen","UT 875","TJM","2023/10/18 00:20","Ontime"
"Sochi","A4 429","AER","2023/10/18 00:25","Ontime"
"Moscow","3F 312","DME","2023/10/18 00:30","Ontime"
"Istanbul","JI 401","IST","2023/10/18 00:45","Ontime"
"Doha","QR 285","DOH","2023/10/18 00:50","Ontime"
"Moscow","UT 785","VKO","2023/10/18 01:25","Ontime"
"Antalya","PC 556","AYT","2023/10/18 02:00","Ontime"
"Frankfurt","DE 846","FRA","2023/10/18 02:55","Ontime"
"Skopje","ENT 592","SKP","2023/10/18 03:05","Ontime"
"Athens","A3 898","ATH","2023/10/18 03:20","Ontime"
"Vienna","OS 641","VIE","2023/10/18 03:55","Ontime"
"Vienna","LH 6446","VIE","2023/10/18 03:55","Ontime"
"Vienna","UA 9827","VIE","2023/10/18 03:55","Ontime"
"Istanbul","PC 552","SAW","2023/10/18 04:05","Ontime"
"Warsaw","LO 729","WAW","2023/10/18 04:25","Ontime"
"Moscow","G6 406","DME","2023/10/18 04:35","Ontime"
"Moscow","5G 710","SVO","2023/10/18 05:00","Ontime"
"Riga","BT 726","RIX","2023/10/18 05:45","Ontime"
"Moscow","SU 1966","SVO","2023/10/18 05:45","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/10/18 08:50","Ontime"
"Moscow","3F 326","VKO","2023/10/18 09:00","Ontime"
"Larnaca","W6 4557","LCA","2023/10/18 09:40","Ontime"
"Mineralnye Vody","FV 6933","MRV","2023/10/18 09:55","Ontime"
"Sochi","FV 6719","AER","2023/10/18 10:00","Ontime"
"Moscow","JI 101","SVO","2023/10/18 10:30","Ontime"
"Dubai","FZ 717","DXB","2023/10/18 11:15","Ontime"
"Istanbul","3F 476","IST","2023/10/18 11:30","Ontime"
"Sofia","W6 4423","SOF","2023/10/18 11:30","Ontime"
"Moscow","WZ 4321","DME","2023/10/18 11:50","Ontime"
"Rome","W4 8335","FCO","2023/10/18 12:05","Cancelled"
"Moscow","SU 1860","SVO","2023/10/18 12:50","Ontime"
"Mineralnye Vody","A4 929","MRV","2023/10/18 13:10","Ontime"
"Moscow","SU 1866","SVO","2023/10/18 14:10","Ontime"
"Sochi","JI 123","AER","2023/10/18 14:40","Ontime"
"Mineralnye Vody","3F 362","MRV","2023/10/18 15:00","Ontime"
"St.Petersburg","FV 6923","LED","2023/10/18 15:05","Ontime"
"Sharm El Sheikh","3F 7642","SSH","2023/10/18 15:30","Ontime"
"Moscow","G6 404","DME","2023/10/18 15:45","Ontime"
"Paris","TO 7498","ORY","2023/10/18 15:55","Ontime"
"Kishinev","3F 1867","KIV","2023/10/18 16:05","Ontime"
"Vienna","W4 2891","VIE","2023/10/18 16:20","Ontime"
"Moscow","3F 322","VKO","2023/10/18 17:10","Ontime"
"Moscow","A4 509","VKO","2023/10/18 17:35","Ontime"
"Moscow","5G 510","VKO","2023/10/18 19:20","Ontime"
"Venice","W4 5483","VCE","2023/10/18 19:25","Ontime"
"Moscow","SU 1862","SVO","2023/10/18 19:45","Ontime"
"Milan","W6 5567","MXP","2023/10/18 19:45","Ontime"
"Samara","FV 6949","KUF","2023/10/18 19:55","Ontime"
"Paris","AF 1060","CDG","2023/10/18 21:00","Ontime"
"Paris","DL 8722","CDG","2023/10/18 21:00","Ontime"
"Paris","KL 2447","CDG","2023/10/18 21:00","Ontime"
"Doha","QR 287","DOH","2023/10/18 21:05","Ontime"
"Sochi","WZ 4329","AER","2023/10/18 21:45","Ontime"
"Larnaca","W6 4549","LCA","2023/10/18 22:10","Ontime"
"Dortmund","W6 4425","DTM","2023/10/18 22:15","Ontime"
"Milan","3F 246","MXP","2023/10/18 22:20","Ontime"
"Larnaca","CY 414","LCA","2023/10/18 22:50","Ontime"
"Nizhny Novgorod","WZ 1347","GOJ","2023/10/18 23:00","Ontime"
"Moscow","SU 1868","SVO","2023/10/18 23:15","Ontime"
"Sharm El Sheikh","AMV 2113","SSH","2023/10/17 07:15","Ontime"
"Tehran","G6 301","IKA","2023/10/17 11:30","Departed"
"Sharjah","G9 247","SHJ","2023/10/17 11:55","Departed"
"Dubai","FZ 718","DXB","2023/10/17 12:10","Departed"
"Paris","3F 927","CDG","2023/10/17 12:30","Departed"
"Larnaca","CY 415","LCA","2023/10/17 12:30","Departed"
"Larnaca","3F 871","LCA","2023/10/17 12:50","Departed"
"Moscow","SU 1861","SVO","2023/10/17 13:50","Departed"
"Mineralnye Vody","A4 930","MRV","2023/10/17 14:00","Departed"
"Larnaca","W6 4558","LCA","2023/10/17 14:35","Departed"
"Chelyabinsk","WZ 1226","CEK","2023/10/17 15:00","Departed"
"Moscow","SU 1867","SVO","2023/10/17 15:10","Departed"
"Yekaterinburg","SU 685","SVX","2023/10/17 15:15","Departed"
"Moscow","WZ 4340","ZIA","2023/10/17 15:25","Departed"
"Moscow","JI 102","SVO","2023/10/17 15:45","Departed"
"Tbilisi","G6 603","TBS","2023/10/17 16:45","Departed"
"Paris","TO 7499","ORY","2023/10/17 16:50","Departed"
"Moscow","3F 311","DME","2023/10/17 17:00","Departed"
"St.Petersburg","UT 794","LED","2023/10/17 17:15","Departed"
"St.Petersburg","FV 6924","LED","2023/10/17 17:35","Departed"
"Samara","WZ 1356","KUF","2023/10/17 18:10","Departed"
"Kishinev","3F 533","KIV","2023/10/17 18:10","Departed"
"Moscow","A4 510","VKO","2023/10/17 18:25","Departed"
"Sochi","3F 349","AER","2023/10/17 18:50","Departed"
"Istanbul","JI 400","IST","2023/10/17 19:05","Departed"
"Moscow","G6 405","DME","2023/10/17 20:20","Departed"
"Moscow","SU 1863","SVO","2023/10/17 20:45","Departed"
"Moscow","5G 709","SVO","2023/10/17 21:00","Departed"
"Doha","QR 288","DOH","2023/10/17 22:00","Cancelled"
"Doha","LA 5291","DOH","2023/10/17 22:00","Departed"
"Doha","IB 2412","DOH","2023/10/17 22:00","Departed"
"Rome","W4 8336","FCO","2023/10/17 22:25","Departed"
"Larnaca","W6 4550","LCA","2023/10/17 22:45","Departed"
"Mineralnye Vody","A4 630","MRV","2023/10/17 23:20","Departed"
"Venice","W4 5484","VCE","2023/10/17 23:50","Boarding"
"Ufa","A4 822","UFA","2023/10/17 23:55","Boarding"
"Moscow","SU 1869","SVO","2023/10/18 00:15","18.10.23"
"Dubai","FZ 716","DXB","2023/10/18 00:50","Ontime"
"Moscow","3F 325","VKO","2023/10/18 01:10","Ontime"
"Sochi","A4 430","AER","2023/10/18 01:15","Ontime"
"Tyumen","UT 876","TJM","2023/10/18 01:20","Ontime"
"Moscow","JI 100","SVO","2023/10/18 02:05","Ontime"
"Moscow","UT 786","VKO","2023/10/18 02:45","Ontime"
"Antalya","PC 557","AYT","2023/10/18 02:55","Ontime"
"Frankfurt","DE 847","FRA","2023/10/18 03:45","Ontime"
"Doha","QR 286","DOH","2023/10/18 03:50","Ontime"
"Doha","IB 2412","DOH","2023/10/18 03:50","Ontime"
"Doha","LA 5291","DOH","2023/10/18 03:50","Ontime"
"Athens","A3 899","ATH","2023/10/18 04:30","Ontime"
"Zurich","OAW 6843","ZRH","2023/10/18 04:30","Ontime"
"Vienna","OS 642","VIE","2023/10/18 04:45","Ontime"
"Vienna","LH 6445","VIE","2023/10/18 04:45","Ontime"
"Vienna","UA 9828","VIE","2023/10/18 04:45","Ontime"
"Warsaw","LO 730","WAW","2023/10/18 05:30","Ontime"
"Istanbul","3F 475","IST","2023/10/18 06:00","Ontime"
"Riga","BT 727","RIX","2023/10/18 06:40","Ontime"
"Moscow","SU 1967","SVO","2023/10/18 06:45","Ontime"
"Istanbul","PC 553","SAW","2023/10/18 07:15","Ontime"
"Moscow","G6 403","DME","2023/10/18 07:30","Ontime"
"Sharm El Sheikh","3F 7641","SSH","2023/10/18 08:00","Ontime"
"Moscow","3F 321","VKO","2023/10/18 09:10","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/10/18 09:25","Ontime"
"Paris","AF 1061","CDG","2023/10/18 09:50","Ontime"
"Paris","DL 8723","CDG","2023/10/18 09:50","Ontime"
"Paris","KL 2448","CDG","2023/10/18 09:50","Ontime"
"Kishinev","3F 868","KIV","2023/10/18 10:00","Ontime"
"Larnaca","W6 4558","LCA","2023/10/18 10:15","Ontime"
"Mineralnye Vody","FV 6934","MRV","2023/10/18 10:45","Ontime"
"Sochi","FV 6720","AER","2023/10/18 10:50","Ontime"
"Moscow","5G 509","VKO","2023/10/18 11:00","Ontime"
"Mineralnye Vody","3F 361","MRV","2023/10/18 11:20","Cancelled"
"Sochi","JI 122","AER","2023/10/18 11:25","Ontime"
"Dortmund","W6 4426","DTM","2023/10/18 12:05","Ontime"
"Dubai","FZ 718","DXB","2023/10/18 12:10","Ontime"
"Moscow","WZ 4322","DME","2023/10/18 12:40","Ontime"
"Rome","W4 8336","FCO","2023/10/18 12:40","Ontime"
"Milan","3F 245","MXP","2023/10/18 12:50","Ontime"
"Moscow","SU 1861","SVO","2023/10/18 13:50","Ontime"
"Mineralnye Vody","A4 930","MRV","2023/10/18 14:00","Ontime"
"Perm","5G 776","PEE","2023/10/18 15:00","Ontime"
"Moscow","SU 1867","SVO","2023/10/18 15:10","Ontime"
"Moscow","JI 102","SVO","2023/10/18 15:40","Ontime"
"St.Petersburg","FV 6924","LED","2023/10/18 16:00","Ontime"
"St.Petersburg","G6 426","LED","2023/10/18 16:45","Ontime"
"Paris","TO 7499","ORY","2023/10/18 16:50","Ontime"
"Vienna","W4 2892","VIE","2023/10/18 16:55","Ontime"
"Moscow","3F 311","DME","2023/10/18 17:00","Ontime"
"Kishinev","3F 533","KIV","2023/10/18 18:10","Ontime"
"Moscow","A4 510","VKO","2023/10/18 18:25","Ontime"
"Venice","W4 5484","VCE","2023/10/18 20:00","Ontime"
"Milan","W6 5568","MXP","2023/10/18 20:25","Ontime"
"Moscow","SU 1863","SVO","2023/10/18 20:45","Ontime"
"Samara","FV 6950","KUF","2023/10/18 20:45","Ontime"
"Moscow","5G 709","SVO","2023/10/18 21:00","Ontime"
"Doha","QR 288","DOH","2023/10/18 22:05","Ontime"
"Doha","IB 2412","DOH","2023/10/18 22:05","Ontime"
"Doha","LA 5291","DOH","2023/10/18 22:05","Ontime"
"Sochi","WZ 4330","AER","2023/10/18 22:35","Ontime"
"Larnaca","W6 4550","LCA","2023/10/18 22:45","Ontime"
"Sofia","W6 4424","SOF","2023/10/18 22:50","Ontime"
"Paris","3F 928","CDG","2023/10/17 22:50","Departed"
"Ufa","A4 821","UFA","2023/10/17 23:05","Departed"
"Moscow","SU 1868","SVO","2023/10/17 23:15","Departed"
"Venice","W4 5483","VCE","2023/10/17 23:15","Departed"
"Kishinev","3F 534","KIV","2023/10/17 23:30","Departed"
"Dubai","FZ 715","DXB","2023/10/17 23:50","Departed"
"Moscow","JI 103","SVO","2023/10/18 00:15","Departed"
"Tyumen","UT 875","TJM","2023/10/18 00:20","Departed"
"Sochi","A4 429","AER","2023/10/18 00:25","Departed"
"Moscow","3F 312","DME","2023/10/18 00:30","Departed"
"Istanbul","JI 401","IST","2023/10/18 00:45","Departed"
"Doha","QR 285","DOH","2023/10/18 00:50","Departed"
"Moscow","UT 785","VKO","2023/10/18 01:25","Departed"
"Antalya","PC 556","AYT","2023/10/18 02:00","Departed"
"Frankfurt","DE 846","FRA","2023/10/18 02:55","Departed"
"Skopje","ENT 592","SKP","2023/10/18 03:05","Departed"
"Athens","A3 898","ATH","2023/10/18 03:20","Departed"
"Vienna","OS 641","VIE","2023/10/18 03:55","Departed"
"Vienna","LH 6446","VIE","2023/10/18 03:55","Departed"
"Vienna","UA 9827","VIE","2023/10/18 03:55","Departed"
"Istanbul","PC 552","SAW","2023/10/18 04:05","Departed"
"Warsaw","LO 729","WAW","2023/10/18 04:25","Departed"
"Moscow","G6 406","DME","2023/10/18 04:35","Departed"
"Moscow","5G 710","SVO","2023/10/18 05:00","Departed"
"Riga","BT 726","RIX","2023/10/18 05:45","Departed"
"Moscow","SU 1966","SVO","2023/10/18 05:45","Departed"
"Abu Dhabi","5W 7013","AUH","2023/10/18 08:50","Departed"
"Moscow","3F 326","VKO","2023/10/18 09:00","Departed"
"Larnaca","W6 4557","LCA","2023/10/18 09:40","Departed"
"Mineralnye Vody","FV 6933","MRV","2023/10/18 09:55","Departed"
"Sochi","FV 6719","AER","2023/10/18 10:00","Departed"
"Moscow","JI 101","SVO","2023/10/18 10:30","Departed"
"Dubai","FZ 717","DXB","2023/10/18 11:15","Departed"
"Istanbul","3F 476","IST","2023/10/18 11:30","Departed"
"Sofia","W6 4423","SOF","2023/10/18 11:30","Delay"
"Moscow","WZ 4321","DME","2023/10/18 11:50","Boarding"
"Rome","W4 8335","FCO","2023/10/18 12:05","Departed"
"Moscow","SU 1860","SVO","2023/10/18 12:50","Departed"
"Mineralnye Vody","A4 929","MRV","2023/10/18 13:10","Departed"
"Moscow","SU 1866","SVO","2023/10/18 14:10","Cancelled"
"Sochi","JI 123","AER","2023/10/18 14:40","Boarding"
"Mineralnye Vody","3F 362","MRV","2023/10/18 15:00","Boarding"
"St.Petersburg","FV 6923","LED","2023/10/18 15:05","Ontime"
"Sharm El Sheikh","3F 7642","SSH","2023/10/18 15:30","Ontime"
"Moscow","G6 404","DME","2023/10/18 15:45","Ontime"
"Paris","TO 7498","ORY","2023/10/18 15:55","Ontime"
"Kishinev","3F 1867","KIV","2023/10/18 16:05","Ontime"
"Vienna","W4 2891","VIE","2023/10/18 16:20","Delay"
"Moscow","3F 322","VKO","2023/10/18 17:10","Ontime"
"Moscow","A4 509","VKO","2023/10/18 17:35","Ontime"
"Moscow","5G 510","VKO","2023/10/18 19:20","Ontime"
"Venice","W4 5483","VCE","2023/10/18 19:25","Ontime"
"Moscow","SU 1862","SVO","2023/10/18 19:45","Ontime"
"Milan","W6 5567","MXP","2023/10/18 19:45","Ontime"
"Samara","FV 6949","KUF","2023/10/18 19:55","Ontime"
"Paris","AF 1060","CDG","2023/10/18 21:00","Ontime"
"Paris","DL 8722","CDG","2023/10/18 21:00","Ontime"
"Paris","KL 2447","CDG","2023/10/18 21:00","Ontime"
"Doha","QR 287","DOH","2023/10/18 21:05","Ontime"
"Sochi","WZ 4329","AER","2023/10/18 21:45","Ontime"
"Larnaca","W6 4549","LCA","2023/10/18 22:10","Ontime"
"Dortmund","W6 4425","DTM","2023/10/18 22:15","Ontime"
"Milan","3F 246","MXP","2023/10/18 22:20","Ontime"
"Larnaca","CY 414","LCA","2023/10/18 22:50","Ontime"
"Nizhny Novgorod","WZ 1347","GOJ","2023/10/18 23:00","Ontime"
"Moscow","SU 1868","SVO","2023/10/18 23:15","Ontime"
"Kishinev","3F 534","KIV","2023/10/18 23:30","Ontime"
"Moscow","JI 103","SVO","2023/10/19 00:05","Ontime"
"Perm","5G 777","PEE","2023/10/19 00:20","Ontime"
"Moscow","3F 312","DME","2023/10/19 00:30","Ontime"
"Doha","QR 285","DOH","2023/10/19 00:50","Ontime"
"Moscow","UT 785","VKO","2023/10/19 01:25","Ontime"
"St.Petersburg","G6 427","LED","2023/10/19 02:55","Ontime"
"Warsaw","LO 727","WAW","2023/10/19 03:20","Ontime"
"Frankfurt","LH 1560","FRA","2023/10/19 03:40","Ontime"
"Vienna","OS 641","VIE","2023/10/19 03:55","Ontime"
"Vienna","LH 6446","VIE","2023/10/19 03:55","Ontime"
"Vienna","UA 9827","VIE","2023/10/19 03:55","Ontime"
"Istanbul","PC 552","SAW","2023/10/19 04:05","Ontime"
"Moscow","5G 710","SVO","2023/10/19 05:00","Ontime"
"Minsk","B2 733","MSQ","2023/10/19 05:05","Ontime"
"Moscow","SU 1966","SVO","2023/10/19 05:45","Ontime"
"Sharm El Sheikh","AMV 4112","SSH","2023/10/19 07:00","Ontime"
"Sharm El Sheikh","SM 993","SSH","2023/10/19 07:30","Ontime"
"Sharm El Sheikh","FT 261","SSH","2023/10/19 07:35","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/10/19 08:50","Ontime"
"Moscow","3F 326","VKO","2023/10/19 09:00","Ontime"
"Beirut","ME 275","BEY","2023/10/19 09:45","Ontime"
"Sochi","FV 6719","AER","2023/10/19 10:00","Ontime"
"Moscow","JI 101","SVO","2023/10/19 10:30","Ontime"
"Doha","IB 2412","DOH","2023/10/17 03:50","Ontime"
"Paris","KL 2448","CDG","2023/10/17 09:50","Ontime"
"Mineralnye Vody","A4 630","MRV","2023/10/17 23:20","Ontime"
